Transaction_ID,Account_Number,Transaction_Date,Transaction_Amount,Merchant_Name,Transaction_Type,Category,City,Country,Payment_Method,Customer_Age,Customer_Gender,Customer_Occupation,Customer_Income,Account_Balance,Transaction_Status,Fraud_Flag,Discount_Applied,Loyalty_Points_Earned,Transaction_Description
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,FORF07979966734595,2023-05-29 23:23:20,1097.1,Vasquez Inc,Credit,Housing,New York,USA,Credit Card,19,Female,Special effects artist,25324.03,5842.77,Failed,Yes,False,154,Create collection open truth man couple anyone.
371ecd7b-27cd-4130-8722-9389571aa876,PVMJ03816649690282,2023-04-19 11:02:33,2529.25,"Wyatt, Bentley and Lang",Credit,Savings,Dallas,USA,Credit Card,24,Female,"Designer, television/film set",55175.93,3665.73,Pending,No,False,329,Green sport smile detail home little.
1a2a73ed-562b-4f79-8374-59eef50bea63,JTWQ39225014257627,2025-01-02 18:46:56,137.55,Christian Group,Debit,Electronics,San Jose,USA,Credit Card,60,Others,Radio producer,149879.56,10106.47,Failed,Yes,True,275,Fact yourself team performance.
5be6128e-18c2-4797-a142-ea7d17be3111,AVEG24412336132850,2024-05-07 09:13:03,998.19,Wood-Anderson,Debit,Clothing,Dallas,USA,E-Wallet,65,Male,"Conservator, furniture",143043.22,18439.63,Success,Yes,True,228,Official week approach now but season identify.
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,PFLD78637673162526,2024-02-21 23:01:32,3251.17,Gordon-Wright,Credit,Education,Los Angeles,USA,Online Transfer,57,Male,Communications engineer,93616.21,17492.08,Success,Yes,True,288,Board family travel debate training oil glass court.
759cde66-bacf-43d0-8b1f-9163ce9ff57f,YKJV69681579039235,2023-10-16 19:58:34,2726.98,Haney-Phillips,Credit,Utilities,Chicago,USA,E-Wallet,66,Male,Animal nutritionist,92726.84,17397.16,Pending,No,False,480,Five reduce American PM manage own he.
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,LKQA99613273034615,2024-08-15 11:24:02,1106.1,"Parker, Davis and Hill",Credit,Savings,San Antonio,USA,Credit Card,20,Female,"Lecturer, further education",31682.08,15229.59,Failed,Yes,True,366,Support president read.
4b0dbb41-8d52-48f1-942c-3fe860e7a113,MUFN24467046226817,2024-07-07 08:16:15,2948.38,Morales Ltd,Credit,Clothing,Philadelphia,USA,Debit Card,22,Male,"Scientist, research (medical)",139730.22,15113.42,Success,No,True,377,Leave ground these.
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,ZCLV16025298670766,2024-08-17 00:21:16,4048.11,Patrick-Cross,Credit,Fitness,San Diego,USA,Cash,25,Female,"Nurse, mental health",57494.56,9848.73,Pending,No,True,110,Agency line apply break church interesting third west.
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,YBJN41978575851268,2024-09-19 23:38:00,37.46,Hudson-Martin,Credit,Savings,Phoenix,USA,E-Wallet,66,Female,"Sound technician, broadcasting/film/video",101316.73,17992.35,Failed,No,False,255,Surface very child future series.
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,YMVC20594389760740,2024-05-21 15:22:17,4030.07,"Patterson, Barnes and Walton",Debit,Savings,Chicago,USA,Online Transfer,31,Male,"Engineer, biomedical",135833.5,6835.16,Success,No,False,370,Common which including drug individual whole baby.
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,DPOL09546540842456,2023-04-24 01:11:11,3492.21,Burton-Williams,Credit,Healthcare,Chicago,USA,E-Wallet,34,Others,Artist,130215.04,1897.16,Failed,No,True,23,Tell number himself commercial these after thank.
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,AOKJ09150863218122,2023-10-12 00:47:22,1704.55,"Hart, Jones and Hunter",Credit,Clothing,Houston,USA,Credit Card,52,Female,"Restaurant manager, fast food",124054.01,7165.63,Success,Yes,False,468,Interesting small new carry how.
7412b293-4729-4739-a14f-f3d719db3ad0,UPNI57938970155029,2023-11-06 21:11:36,781.62,Wright PLC,Credit,Grocery,Los Angeles,USA,Credit Card,37,Female,"Conservation officer, historic buildings",60739.3,1139.36,Success,No,True,387,Successful tough positive more model information share.
29a3b2e9-5d65-4441-9588-42dea2bc372f,XUZD68154660241613,2024-05-24 11:09:59,4786.28,Gonzales-Valdez,Debit,Fitness,San Jose,USA,Online Transfer,31,Female,Nutritional therapist,65578.6,18154.67,Success,No,True,47,Husband why lawyer financial country.
ab9099a4-35a2-40ae-9af3-05535ec42e08,SIJT88305973642480,2024-12-29 10:19:33,1686.29,Allen LLC,Debit,Savings,San Antonio,USA,Credit Card,32,Others,Animal technologist,39467.72,7886.1,Success,Yes,True,89,Feeling either gas star include.
aefcfad8-efc8-4849-b3aa-7efe4458a885,TMFV44063062447951,2024-08-10 22:10:04,468.27,Stark LLC,Credit,Electronics,Phoenix,USA,Online Transfer,54,Others,Child psychotherapist,149539.28,18717.18,Failed,Yes,True,118,Likely floor interest chance tell concern live.
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,HHAW53194979695867,2024-07-15 05:40:40,488.1,"Rice, Williams and Schneider",Debit,Travel,San Antonio,USA,Cash,24,Female,Local government officer,125764.47,1497.7,Pending,Yes,False,102,War white pass service.
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,RAKK55727738264609,2023-06-17 02:09:55,4238.23,"Rhodes, Rivas and Perez",Credit,Shopping,Houston,USA,Credit Card,30,Female,Maintenance engineer,90436.83,7235.62,Failed,No,False,171,Moment light item sing owner season.
451b4cf3-6123-4df7-b656-af7229d4beef,CUPR51385445770299,2024-03-27 05:54:24,3020.61,Thomas-Brown,Debit,Entertainment,New York,USA,Debit Card,32,Others,Media planner,103187.88,9415.11,Failed,Yes,False,395,Clearly size which price care.
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,FTLS66048736826911,2024-02-24 00:41:27,4036.61,Jones-Hunt,Debit,Food,New York,USA,E-Wallet,59,Female,Analytical chemist,82841.12,13882.12,Failed,Yes,False,229,Major reduce fly he modern.
5304317f-af42-412f-b838-b3268e944239,MGGD94226865369455,2023-09-01 22:45:52,3650.01,Rodriguez and Sons,Debit,Clothing,Phoenix,USA,Debit Card,29,Male,Chartered management accountant,107685.38,7359.63,Failed,Yes,True,426,Set leader add worker think phone.
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,UDVV58886367747226,2024-09-06 01:02:27,2683.46,Perez-Brown,Debit,Shopping,New York,USA,Cash,41,Female,Medical laboratory scientific officer,125258.12,8376.01,Pending,Yes,False,359,Pass child notice data.
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,JARK72169666309329,2023-12-22 11:55:43,4865.71,"Wilson, Obrien and Mcdonald",Credit,Shopping,Chicago,USA,Credit Card,29,Others,IT trainer,112682.43,8386.36,Failed,No,False,291,Job campaign we why future require task mean.
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,TQCT96059329715096,2024-04-09 23:26:18,1895.78,Hernandez PLC,Debit,Transport,Houston,USA,E-Wallet,51,Others,"Engineer, mining",131727.89,17206.12,Failed,Yes,False,415,Perform member next produce decide prove determine.
9132b63e-f162-47e4-a9c3-49e03602f8ac,RQGF75327352410397,2024-06-13 02:47:58,2762.44,"Neal, Davidson and Lopez",Debit,Clothing,San Antonio,USA,E-Wallet,42,Male,"Sales professional, IT",105596.54,8350.2,Failed,No,True,477,Grow seek personal board common ball ten.
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,OHVT73278195237100,2024-01-06 18:38:03,4147.88,Lynch LLC,Credit,Savings,San Jose,USA,E-Wallet,25,Female,Intelligence analyst,94591.18,19716.7,Failed,Yes,False,381,Program pattern many.
e27a984d-6548-41d0-bfcd-9eb1a7cad415,VVNQ76164819807704,2023-10-19 06:28:17,3094.51,"Cline, Green and Lopez",Credit,Entertainment,Houston,USA,Cash,68,Female,"Engineer, maintenance (IT)",92123.35,17840.58,Pending,Yes,True,111,Attention state three step road sea he.
24933b83-7577-40a9-a491-f0b2ea1fca65,ZMXY05687611249125,2024-10-24 08:56:34,4309.23,Payne-Campbell,Debit,Entertainment,San Antonio,USA,Cash,31,Male,Clinical psychologist,105740.82,19609.04,Failed,No,True,378,Different either impact today plan opportunity.
beb79919-3f22-4af8-a3be-d01d43cf2fde,NVKE37341517734547,2024-06-21 19:07:32,2888.87,Bentley-Matthews,Credit,Entertainment,Chicago,USA,Debit Card,28,Others,Warden/ranger,26276.12,11356.9,Failed,No,True,253,Apply economy soon.
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,KZOW49490228403595,2023-07-25 10:42:49,3524.34,"Farmer, Jackson and Wang",Credit,Travel,San Antonio,USA,E-Wallet,33,Others,"Engineer, agricultural",38007.74,8469.5,Pending,No,False,322,Front thousand world green.
956269f0-e5d7-4875-adad-d6c795a76d79,WJJW29477422294643,2024-03-01 19:47:04,233.89,Burns PLC,Debit,Fitness,Dallas,USA,Cash,64,Others,Immunologist,135083.84,14950.75,Failed,No,False,241,Everyone price plan specific this voice how join.
ff50bde4-3825-47b8-9cab-cc97663f1c97,AGSJ29045886792529,2023-09-05 22:06:35,1143.35,Fuentes-Smith,Debit,Food,San Jose,USA,Credit Card,56,Others,"Sales professional, IT",69186.42,7821.39,Success,No,False,362,Herself market key national election treatment time evening.
7e570ddf-8270-40a8-a369-b584ff5e9ff0,QKQL67287276015343,2024-01-16 17:36:51,1450.49,"Shaffer, Hodge and Taylor",Debit,Utilities,Phoenix,USA,Online Transfer,34,Male,Multimedia programmer,102837.78,8205.91,Pending,Yes,True,377,Peace relationship field final war.
dc713d96-0c0f-4195-817a-f08a1745d6d8,HEIT13577908335061,2023-07-10 01:21:43,403.56,"Spears, Brown and Potter",Debit,Transport,Houston,USA,Credit Card,39,Others,Information systems manager,143576.12,381.6,Success,No,True,177,Case draw game eight three whether sell.
28f49481-a0a0-4dc4-a720-9bdf1c11f735,KQCI88810798334233,2023-11-16 15:25:50,1167.79,Zavala PLC,Debit,Food,New York,USA,Debit Card,44,Others,Regulatory affairs officer,81405.9,11416.62,Pending,Yes,True,305,Too agent read soldier main.
98ae4334-6c12-4ce8-ae34-0454cac5b68c,WWOF09484131284033,2023-10-12 21:35:34,509.5,Hart Ltd,Debit,Entertainment,Los Angeles,USA,Debit Card,61,Male,Multimedia specialist,127632.03,7472.87,Pending,Yes,False,3,Goal increase local vote each tonight natural.
988c24c9-61b1-4d22-a280-1c4510435a10,HSYS77180513717173,2024-04-07 09:25:27,1393.48,"Mejia, Marshall and Allen",Debit,Housing,Chicago,USA,Debit Card,36,Female,Waste management officer,64414.68,2476.43,Failed,No,True,41,Face off performance than available family sport detail.
405cacec-8774-49a9-b7d2-1e02ff01cf99,DRSG97490961739970,2024-10-17 05:00:48,3180.24,"Fowler, Arnold and Ramirez",Debit,Clothing,New York,USA,Online Transfer,39,Female,"Optician, dispensing",92847.79,8325.08,Failed,Yes,False,91,Give material protect central paper.
f143262f-dc5c-4eed-8da0-365bf89897b9,IYNT47258784448354,2023-06-03 05:58:19,1827.34,Livingston-Lee,Debit,Travel,Phoenix,USA,Online Transfer,26,Female,Financial planner,134859.09,17286.01,Failed,No,True,307,Effort lot he board energy particularly think.
1d53434b-b881-49b9-ae27-0da702f06b90,VRQJ71270587722164,2024-02-08 18:20:40,1854.05,Allen-Moyer,Debit,Education,San Diego,USA,Cash,31,Female,Haematologist,114763.27,1527.85,Success,Yes,False,66,Treatment which paper.
c0398710-8976-4334-a281-7efdae849217,DOKU82313348458714,2024-08-14 11:39:37,1051.49,"Phillips, Snyder and Lyons",Credit,Electronics,Los Angeles,USA,Debit Card,37,Male,Community education officer,28417.41,4220.3,Success,No,False,301,None drop involve training story fall.
5715bd6f-a416-4293-84c2-e2e3444ea7c8,TGSV25236229258796,2023-12-21 10:36:12,1338.55,"Cummings, Washington and Ray",Debit,Travel,Houston,USA,Debit Card,29,Male,Probation officer,88209.16,6751.0,Failed,Yes,False,426,Head room country different question sure produce.
287d06ca-6f4c-469a-8b22-d3081c8eaee9,YXIH47452455574696,2023-12-21 20:40:44,4683.59,Edwards Inc,Debit,Utilities,San Diego,USA,E-Wallet,50,Others,Electrical engineer,148427.86,19684.7,Success,No,False,348,Respond necessary action leave thus could fly.
b8db0672-f42d-47cc-80d4-af5974273ca3,YNAY60652740334450,2023-03-11 14:30:27,3241.94,"Campbell, Hansen and Thomas",Debit,Healthcare,Chicago,USA,Online Transfer,43,Others,Clinical biochemist,80936.7,3828.57,Failed,Yes,True,317,Reduce outside painting painting buy before.
f8cda88b-436d-46e2-b83c-fe0be037e5ed,KNZM58833987411325,2023-04-26 09:33:26,3047.61,Foster Group,Credit,Housing,San Diego,USA,Debit Card,37,Others,Town planner,24877.49,5289.9,Pending,Yes,True,66,Green business course.
81f76d1c-2dbc-4134-830f-f46e8026695f,XPXS70673499601054,2025-01-02 07:36:47,859.84,Rogers-Nichols,Credit,Clothing,Los Angeles,USA,Debit Card,67,Female,"Buyer, retail",135713.81,7491.86,Failed,Yes,True,316,Magazine reveal yeah environment against.
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,RLOJ17215622949381,2024-07-10 23:24:04,3646.99,Mullins-Oliver,Credit,Transport,Los Angeles,USA,Credit Card,69,Female,"Lecturer, higher education",122751.49,1585.33,Pending,No,False,79,Economic billion reason.
81f631d4-a392-41a7-9777-a4774c66e0a8,OHKS84884021557325,2023-06-26 18:12:13,821.2,Lutz-Sanders,Debit,Shopping,San Diego,USA,Cash,37,Male,"Social research officer, government",56087.38,3056.95,Success,No,False,454,Seat century art account old save movie national.
5fb8d16c-2720-497d-b2eb-d6899be578c7,OHOL53449021666708,2023-04-10 05:47:17,1900.38,Alexander-Marshall,Credit,Housing,Philadelphia,USA,Cash,57,Female,Private music teacher,141206.8,7959.04,Pending,Yes,False,12,Road wish nothing left company I generation.
f4188f3f-8a14-4e62-a95b-4715c333e861,BQLA96085874951191,2024-08-01 13:37:43,4947.67,"Dixon, Foster and Hardy",Credit,Education,San Jose,USA,Debit Card,46,Others,Training and development officer,141681.13,8141.41,Success,Yes,False,34,Water sense least finish bill.
eb2263dd-87c5-421e-ac24-a3c5c754108f,RYDR28197931647725,2024-01-27 21:17:39,3201.8,Johnson-Valentine,Credit,Education,Philadelphia,USA,Debit Card,45,Male,"Education officer, community",83393.36,11909.83,Success,Yes,True,119,Top interesting probably wonder light.
7d154385-52fb-443b-9954-6eb400257ad1,CFUS57860694096003,2023-11-17 02:07:54,2786.96,Fischer PLC,Credit,Clothing,San Diego,USA,Credit Card,68,Female,"Accountant, chartered public finance",94991.51,1722.33,Success,No,True,107,National item answer keep interest.
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,KNEI39587395923234,2024-09-02 07:46:08,3424.65,Bishop Group,Credit,Education,Phoenix,USA,Online Transfer,18,Male,"Administrator, education",35079.16,2991.95,Success,Yes,True,227,Break wonder ability color chance successful.
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,FDAR90285155333426,2024-12-03 18:48:00,4215.05,Stevenson LLC,Debit,Grocery,San Jose,USA,Debit Card,29,Others,"Surveyor, building",74147.84,14209.55,Pending,No,True,7,Standard strategy physical speak theory.
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,IHGY50271607360776,2023-04-25 09:24:34,3881.12,"Henderson, Meyer and White",Debit,Travel,Dallas,USA,Online Transfer,34,Male,Politician's assistant,29888.66,18080.46,Failed,No,True,381,Include outside benefit gas.
14296c07-f26b-4776-913e-4de2e0c53cb8,GGYM91128981231795,2024-11-01 22:36:45,1149.1,Lewis-Campos,Credit,Utilities,Dallas,USA,Cash,55,Female,Retail banker,141293.21,9075.88,Failed,No,True,146,Director realize find test lose thought.
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,XKNG31857481700666,2023-10-03 23:30:23,165.34,"Walton, Simpson and Parker",Debit,Healthcare,Philadelphia,USA,Cash,50,Female,"Production assistant, television",53513.36,14807.61,Pending,Yes,True,164,Week night role bed practice.
885f6e66-c2b6-42c5-ba5d-310011b7e948,DLLJ16431670450232,2024-08-19 11:21:25,1580.69,Garner-Liu,Credit,Fitness,Philadelphia,USA,E-Wallet,45,Others,"Development worker, community",69637.21,6306.61,Success,Yes,False,452,Entire beautiful newspaper every quality soon start.
a8e56e0c-20de-435d-a031-d750c40db9b4,SAEQ22700934596262,2024-12-18 00:17:05,1342.37,"Rowland, Bates and Rodriguez",Credit,Housing,Dallas,USA,Online Transfer,45,Others,Nutritional therapist,104452.66,16806.18,Success,Yes,True,242,Traditional must exist know task day civil.
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,FQEX25120734654950,2024-05-21 08:11:29,1058.86,"Johnston, Parks and Espinoza",Credit,Utilities,Chicago,USA,Debit Card,30,Male,Food technologist,145818.77,14024.41,Failed,Yes,False,451,Size anything kind partner national within far buy.
9b49bd26-df57-459a-8715-a10343dac043,ZAKA70260869822105,2024-07-12 23:29:42,4714.83,"Cortez, Mcmillan and Wallace",Debit,Housing,San Jose,USA,Debit Card,35,Others,Community pharmacist,149916.6,7817.87,Pending,No,False,136,Personal hand all kind final appear raise.
edcd465e-3638-4821-b6e0-7cc06c52c49f,HCNC17768729047742,2024-02-14 08:14:22,4382.46,"Bird, Alvarado and Hanna",Credit,Transport,Dallas,USA,Credit Card,29,Others,Tourist information centre manager,131313.62,9773.07,Failed,No,True,365,Still citizen save.
b09b2a5c-badc-432a-8159-0f538a0f4efb,KVRL91779323822311,2024-08-25 07:43:31,1576.82,Dawson-Harrison,Credit,Savings,Phoenix,USA,E-Wallet,65,Male,Gaffer,51345.27,6153.03,Pending,No,False,3,Letter his guy again worry.
66245bfa-4fcc-439a-b683-d2e6337ea2df,WMJT13342457988942,2023-12-11 13:39:31,3278.92,"Wang, Brady and Nelson",Debit,Fitness,San Jose,USA,Debit Card,21,Others,Community arts worker,118572.31,9686.52,Success,Yes,False,338,Wall record ground daughter court.
5f987c71-a65e-488e-abf3-ad39fec21bbe,KNLV29060320203265,2023-11-01 08:39:19,1981.18,Nelson Group,Credit,Shopping,Houston,USA,Debit Card,64,Others,Technical sales engineer,79471.95,15097.92,Failed,Yes,False,282,Cup capital war street particular.
7394988f-847f-49b4-a64d-1bcb702753a1,ASPP53967379487148,2024-08-14 18:11:34,4573.17,Mcdaniel-Williams,Debit,Entertainment,Houston,USA,Cash,69,Female,Psychiatrist,124031.77,10198.61,Success,No,True,455,Whether pattern second machine.
1064005c-3985-43cf-bf76-be1d1efa2197,KKFI57871584156082,2024-07-15 15:08:55,2296.97,"White, Cunningham and Hunt",Credit,Electronics,New York,USA,Cash,55,Others,Information systems manager,42420.05,12169.69,Failed,No,False,164,System health plan form matter meet.
8dcdcd03-969b-4662-8562-8059568cc69b,DHOD18425476818268,2023-01-23 00:42:53,1328.08,"Jenkins, Kemp and Carroll",Debit,Fitness,San Antonio,USA,Cash,40,Others,"Engineer, structural",119768.03,8226.21,Failed,No,True,25,Reduce Republican side product case.
01d74256-3860-4ab6-96a4-02f23ae8cc93,GEVH03589298808583,2024-12-12 00:11:43,1236.9,Thompson-Brown,Credit,Healthcare,San Diego,USA,Online Transfer,33,Female,Press photographer,133511.16,4044.12,Success,No,False,473,List camera condition produce policy social because.
0f1259e0-a18f-46b6-b535-106e122c9a56,WQFL21293289634064,2023-08-20 17:50:10,2809.03,Wilcox-Hunt,Debit,Grocery,Phoenix,USA,Credit Card,45,Female,Ecologist,83631.46,11475.91,Failed,No,True,370,Attention avoid beyond serious speak magazine agency.
080aadfb-e7c9-4b26-9141-25c63a9bedd4,MQNP75240148439910,2024-07-23 21:07:50,1317.39,Dyer Group,Credit,Entertainment,Philadelphia,USA,Cash,66,Female,Production manager,144750.51,18601.31,Success,Yes,True,479,Onto hair second big.
839fbc50-1223-4513-9496-f63cdc1110c1,YNEE72362669335134,2025-01-13 17:13:45,2925.01,Bailey Group,Debit,Fitness,Dallas,USA,E-Wallet,47,Female,Charity officer,125733.3,1263.26,Success,Yes,True,241,Than so board provide they something.
7c441fe7-ab42-40a7-874a-493b3ceddf2d,EMDX92372450184819,2024-02-17 06:50:29,4489.63,Smith PLC,Debit,Education,Phoenix,USA,E-Wallet,58,Female,Dentist,107166.76,3324.52,Failed,No,False,361,Large provide since small tell bit score.
b92da22b-21df-406f-8a0b-3c3336d8393a,PHVO41897215406417,2025-01-04 16:44:23,2000.01,Pitts-Garcia,Credit,Housing,San Diego,USA,Online Transfer,60,Female,Building surveyor,139242.01,12576.79,Success,Yes,True,151,Above wish for ask.
93829b43-922f-415a-a1e3-db63ef7ddc76,NSFW74381199537660,2024-01-20 20:46:44,1100.51,"Fernandez, Ortiz and Reynolds",Debit,Travel,San Antonio,USA,E-Wallet,48,Female,Field seismologist,131537.23,5271.43,Failed,No,True,308,Plan important far day.
7914c120-c8dc-419f-be35-11287900f7f9,UDYI44856451017397,2023-03-06 14:47:39,4987.7,Lambert-George,Debit,Travel,New York,USA,E-Wallet,58,Female,Public librarian,119501.26,4176.83,Success,No,False,326,Four thing remember single.
1825bc54-30be-445f-a835-14f2ceb81f9d,HSNV41789969860919,2024-12-26 12:06:47,2550.08,Preston PLC,Credit,Grocery,San Jose,USA,E-Wallet,70,Others,"Civil engineer, consulting",146108.86,11457.0,Pending,Yes,False,40,Wind seek lawyer rock marriage protect star.
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ZUDS11359966057798,2024-12-14 19:26:41,459.09,"Anderson, Foster and Martinez",Credit,Clothing,Phoenix,USA,Cash,33,Male,Hydrogeologist,44014.21,16632.48,Pending,Yes,False,473,Future across send board animal.
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,BMZU60392051460745,2024-11-25 08:57:13,240.35,"Ray, Stone and Holmes",Debit,Healthcare,Phoenix,USA,Credit Card,35,Female,Midwife,84615.42,3745.73,Success,No,False,495,Positive foreign officer fall partner ten.
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,VLLH47057423885652,2024-03-28 08:27:09,552.7,Hill Ltd,Debit,Electronics,Los Angeles,USA,Cash,60,Male,Tour manager,113809.56,15262.16,Failed,No,False,41,Same character land treat whose end.
0f844fef-1931-49ee-a56c-0941fbf24050,PCKL98354116597263,2024-01-03 04:59:35,3139.09,"Alexander, Salinas and Mccormick",Debit,Transport,Chicago,USA,Online Transfer,54,Female,Chartered management accountant,82770.85,16292.7,Pending,No,False,115,Share detail top watch.
ccf3a171-56dc-4907-ba6c-34ab6712303a,IWPL57522501394884,2023-05-27 04:58:29,3961.44,"Jones, Farrell and Johnson",Debit,Housing,Dallas,USA,Credit Card,53,Female,Video editor,58010.94,14662.32,Pending,Yes,True,309,Her better with read quickly.
310c0c00-3fa7-4104-9bf9-0e27dc96925e,YRRF69131196425856,2024-12-25 11:32:52,2113.69,Brown Inc,Credit,Education,Houston,USA,Debit Card,58,Female,"Engineer, control and instrumentation",107709.78,8496.93,Success,Yes,True,79,Election until friend figure it provide realize hair.
23e2fcb4-72d8-467d-894a-05e430b187ef,EMDX49915370382407,2024-03-02 12:41:40,322.32,Whitaker-Allen,Credit,Electronics,Houston,USA,Credit Card,58,Others,Curator,146267.48,2749.63,Pending,No,True,275,Start process generation fly movie executive.
766ecb15-474e-4c19-aef9-12766c006f61,HWHH37320430977688,2024-05-31 15:00:24,1911.19,Boyer-Chung,Debit,Utilities,Houston,USA,Cash,41,Others,Electrical engineer,84425.01,186.06,Failed,Yes,False,68,Growth company address.
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,SGNF89696454655358,2023-08-30 19:33:14,4980.63,Jackson-Kennedy,Credit,Entertainment,San Diego,USA,E-Wallet,29,Female,Proofreader,20615.14,2497.98,Success,Yes,True,100,Respond politics during year language different mission history.
db20a56e-dc81-4fe7-8eda-8bbb71710434,LCWE53892187851935,2023-02-23 06:10:40,2647.93,"Collier, Simon and Kim",Debit,Food,Chicago,USA,Online Transfer,57,Others,TEFL teacher,80938.3,9705.27,Pending,No,True,447,Base audience have whether.
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,WWUR37490797796120,2023-04-25 15:27:11,4855.54,Tanner-Hill,Debit,Fitness,Los Angeles,USA,E-Wallet,48,Others,Retail buyer,92866.25,8166.79,Success,Yes,True,210,Sort daughter end side.
03c72ba8-d605-4770-8a63-f881ffd0f9d5,RORU05721514940976,2023-01-30 07:25:00,4304.59,Hall and Sons,Debit,Utilities,Dallas,USA,Cash,32,Male,Interior and spatial designer,35729.95,18342.62,Success,Yes,False,296,Lay realize drop current manager.
c0e9ab30-ed26-42e9-97e0-11b7f8102383,WYEM37484539862895,2023-12-26 07:49:42,62.35,Stephens-Dodson,Credit,Fitness,Dallas,USA,Credit Card,40,Others,Textile designer,39114.11,15346.41,Pending,Yes,False,216,Add chair career chance field.
